SN,NAME,WINE,YR,REG,TP,RT,NUMR,PR,BD,ACD, RSG , AL , DN 
W3155-83730,Anima Negra,An,2018,Mallorca,Red,4.19,436,38.3,NA,NA, 8.9791 , 11.0776 , 0.9968 
W2135-98546,Anima Negra,Son Negre,2004,Mallorca,Red,4.62,27,,4,3, 6.4367 , 11.6658 , 0.9960 
W7774-70986,Anima Negra,Son Negre,2005,Mallorca,Red,4.45,42,200,4,3, 6.8579 , 12.7159 , 0.9943 
W6991-60423,Anima Negra,Son Negre,2007,Mallorca,Red,4.53,51,282.65,4,3, 6.6165 , 12.7776 , 0.9941 
W6439-53262,Anima Negra,Son Negre,2010,Mallorca,Red,4.49,63,235.95,4,3, 6.7469 , 11.5317 , 0.9957 
W5447-58613,Anima Negra,Son Negre,2011,Mallorca,Red,4.48,121,228.9,4,3, 6.7665 , 12.2310 , 0.9948 
W1839-89934,Anima Negra,Son Negre,2016,Mallorca,Red,4.42,81,164.9,4,3, 7.0426 , 12.1340 , 0.9953 
W8730-25800,Antidoto,La Hormiga de Antidoto,2018,Ribera del Duero,Ribera Del Duero Red,4.23,293,45,NA,NA, 8.9124 , 12.0292 , 0.9954 
W7262-70347,Antidoto,La Hormiga de Antidoto,2019,Ribera del Duero,Ribera Del Duero Red,4.09,336,26.63,5,3, 9.7277 , 12.1009 , 0.9945 
W1795-53521,Antidoto,Le Rose,2018,Ribera del Duero,NA,4.25,28,49,NA,NA, 8.6514 , 11.6352 , 0.9958 
W6799-53973,Arid,Eolic Sauvignon Blanc,2016,Penedes,Sauvignon Blanc,3.96,38,11.65,3,3, 12.2195 , 11.1221 , 0.9961 
W1640-42502,Arinzano,Gran Vino Blanco,2004,Arinzano,Chardonnay,4.27,108,52.95,4,3, 8.4765 , 12.1117 , 0.9954 
W6456-92923,Arinzano,Gran Vino Blanco,2014,Arinzano,Chardonnay,4.36,131,112.76,4,3, 7.2925 , 11.3994 , 0.9955 
W3337-37205,Arinzano,Gran Vino Blanco,2016,Arinzano,Chardonnay,4.31,95,65.25,4,3, 8.0247 , 11.3903 , 0.9962 
W2838-31232,Artadi,El Carretil,2010,Vino de Espana,Tempranillo,4.55,117,295.3,4,2, 6.6000 , 12.3221 , 0.9957 
W8159-51366,Artadi,El Carretil,2012,Vino de Espana,Tempranillo,4.42,88,165,4,2, 7.0331 , 12.1803 , 0.9948 
W4984-86297,Artadi,El Carretil,2014,Vino de Espana,Tempranillo,4.4,86,143.51,4,2, 7.1518 , 11.9012 , 0.9945 
W3999-78404,Artadi,El Carretil,2015,Vino de Espana,Tempranillo,4.4,66,143.51,4,2, 7.1524 , 11.8272 , 0.9949 
W2234-37517,Artadi,El Carretil,2016,Vino de Espana,Tempranillo,4.41,66,155,4,2, 7.0936 , 12.0757 , 0.9950 
W7396-32467,Artadi,El Carretil,2017,Vino de Espana,Tempranillo,4.43,32,176.89,4,2, 6.9814 , 10.5948 , 0.9966 
W8486-82550,Artadi,Grandes Anadas Rioja,1994,Rioja,Rioja Red,4.43,43,180,4,3, 6.9752 , 11.8312 , 0.9949 
W5389-43875,Artadi,Grandes Anadas Rioja,1998,Rioja,Rioja Red,4.69,66,467.65,4,3, 6.3207 , 12.5383 , 0.9951 
W6873-20028,Artadi,Grandes Anadas Rioja,1999,Rioja,Rioja Red,4.52,111,265,4,3, NA , 12.7858 , NA 
W6275-51659,Artadi,Grandes Anadas Rioja,2001,Rioja,Rioja Red,4.63,103,391.65,4,3, 6.3947 , NA , 0.9945 
W7612-19349,Artadi,La Morera de San Lazaro,2016,Vino de Espana,Tempranillo,4.33,36,80,4,2, 7.5224 , 11.3535 , 0.9954 
W8878-94058,Artadi,La Poza de Ballesteros,2009,Vino de Espana,Tempranillo,4.44,42,187.5,4,2, 6.9495 , 12.1933 , 0.9954 
W2613-26787,Artadi,La Poza de Ballesteros,2010,Vino de Espana,Tempranillo,4.35,74,99.35,4,2, 7.3570 , 11.0014 , 0.9971 
W4974-44844,Artadi,La Poza de Ballesteros,2013,Vino de Espana,Tempranillo,4.35,112,101.01,4,2, NA , 12.2604 , 0.9957 
W1024-56831,Artadi,La Poza de Ballesteros,2014,Vino de Espana,Tempranillo,4.35,119,104,4,2, 7.3430 , 12.3893 , 0.9953 
W8821-42064,Artadi,La Poza de Ballesteros,2015,Vino de Espana,Tempranillo,4.34,161,95.9,4,2, 7.3676 , 12.0043 , 0.9953 
W4900-75364,Artadi,La Poza de Ballesteros,2016,Vino de Espana,Tempranillo,4.34,60,93.26,4,2, 7.3967 , 12.8251 , 0.9939 
W5807-44729,Artadi,Pagos Viejos,2001,Vino de Espana,Tempranillo,4.38,189,130,4,2, 7.1940 , 11.7138 , 0.9953 
W4979-73662,Artadi,Pagos Viejos,2004,Vino de Espana,Tempranillo,4.29,262,57.11,4,2, 8.4301 , 10.9862 , 0.9972 
W3586-37250,Artadi,Pagos Viejos,2006,Vino de Espana,Tempranillo,4.34,442,90.5,NA,NA, 7.4220 , 11.9047 , 0.9963 
W2523-80499,Artadi,Pagos Viejos,2013,Vino de Espana,Tempranillo,4.31,193,62.5,4,2, 8.2320 , 11.8166 , 0.9961 
W2520-39505,Artadi,Quintanilla,2016,Vino de Espana,Tempranillo,4.31,35,65.9,4,2, 8.0158 , 11.6152 , 0.9957 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7757 , 11.4229 , 0.9960 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7755 , 11.5666 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7755 , 11.5680 , 0.9965 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7753 , 11.0559 , 0.9966 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7749 , 11.3238 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7733 , 11.5020 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7727 , 11.2997 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7715 , 11.3982 , 0.9954 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7710 , 11.8050 , 0.9961 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7700 , 10.8522 , 0.9967 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7684 , 11.7056 , 0.9956 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7674 , 11.3123 , 0.9960 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7669 , 11.7103 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7661 , 11.4003 , 0.9962 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7661 , 10.8321 , 0.9971 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7660 , 11.2571 , 0.9952 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7648 , 11.3024 , 0.9951 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7647 , 11.6923 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7620 , 11.4822 , 0.9964 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7611 , 11.6454 , 0.9949 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7598 , 11.8738 , 0.9950 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7597 , 12.1620 , 0.9946 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7597 , 10.5626 , 0.9975 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7591 , 10.7728 , 0.9977 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7585 , 11.6307 , 0.9951 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7552 , 11.1235 , 0.9963 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7543 , 10.8350 , 0.9972 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7542 , 11.1926 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7539 , 11.6635 , 0.9960 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7536 , 11.4250 , 0.9957 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7507 , 11.6686 , 0.9949 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7494 , 11.3177 , 0.9965 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7485 , 11.8202 , 0.9961 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7483 , 11.1421 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7479 , 11.0898 , 0.9962 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7474 , 10.9166 , 0.9964 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7471 , 11.9174 , 0.9949 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7461 , 11.1902 , 0.9965 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7451 , 10.8415 , 0.9973 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7451 , 12.2524 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7448 , 11.6189 , 0.9954 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7443 , 11.8481 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7443 , 11.8253 , 0.9955 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7439 , 11.6380 , 0.9955 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7436 , 11.7632 , 0.9956 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7432 , 11.5411 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7413 , 11.2737 , 0.9963 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7413 , 11.4436 , 0.9954 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7408 , 10.4350 , 0.9964 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7402 , 11.9490 , 0.9952 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7393 , 11.2809 , 0.9958 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7392 , 12.2563 , 0.9948 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7390 , 12.0528 , 0.9948 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7383 , 11.4541 , 0.9964 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7383 , 11.7434 , 0.9957 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7380 , 12.4749 , 0.9960 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7368 , 11.6931 , 0.9959 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7365 , 11.2842 , 0.9969 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7364 , 11.1709 , 0.9963 
W5309-32139,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7362 , 11.5190 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7361 , 11.1000 , 0.9969 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7361 , 12.0418 , 0.9954 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7354 , 11.8186 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7346 , 11.5567 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7344 , 11.6392 , 0.9961 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7343 , 12.2921 , 0.9951 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7336 , 10.8920 , 0.9962 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7331 , 11.0834 , 0.9959 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7322 , 11.6391 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7310 , 12.3859 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7307 , 11.4001 , 0.9961 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7295 , 11.2811 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7294 , 11.2627 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7292 , 12.2494 , 0.9953 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7287 , 11.3600 , 0.9963 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7281 , 11.5702 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7276 , 11.8023 , 0.9949 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7275 , 12.4879 , 0.9952 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7266 , 11.7166 , 0.9949 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7257 , 11.1866 , 0.9959 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7255 , 11.3188 , 0.9959 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7252 , 11.3484 , 0.9962 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7244 , 11.2586 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7243 , 11.5276 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7239 , 11.6669 , 0.9964 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7231 , 12.3212 , 0.9943 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7228 , 12.3618 , 0.9936 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7226 , 11.1831 , 0.9963 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7218 , 11.1885 , 0.9966 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7210 , 11.7215 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7201 , 11.2672 , 0.9965 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7200 , 11.2156 , 0.9954 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7193 , 12.0772 , 0.9952 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7187 , 10.8806 , 0.9963 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7183 , 11.4360 , 0.9955 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7183 , 10.8095 , 0.9964 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7179 , 11.2299 , 0.9973 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7177 , 11.2252 , 0.9969 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7176 , 11.2704 , 0.9969 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7168 , 10.8336 , 0.9967 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7163 , 10.7549 , 0.9967 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7158 , 11.2783 , 0.9962 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7156 , 11.4899 , 0.9955 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7151 , 10.9569 , 0.9957 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7150 , 11.5992 , 0.9956 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7147 , 11.4847 , 0.9961 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7142 , 10.5146 , 0.9969 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7139 , 11.1221 , 0.9962 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7125 , 11.3933 , 0.9961 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7118 , 10.9218 , 0.9968 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7115 , 10.9027 , 0.9963 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7111 , 11.8116 , 0.9951 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7108 , 11.8669 , 0.9968 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7090 , 11.7673 , 0.9955 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7076 , 11.3000 , 0.9967 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7075 , 11.3177 , 0.9958 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7070 , 11.2060 , 0.9964 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7069 , 11.5181 , 0.9961 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7068 , 11.3721 , 0.9965 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7059 , 11.6835 , 0.9960 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7049 , 11.9798 , 0.9958 
W5309-32199,Artadi,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7044 , 11.8355 , 0.9955 
W5309-32199,,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7040 , 11.0693 , 0.9967 
W5309-32199,Artadi,,,,Tempranillo,4.25,398,48.96,4,2, 8.7038 , 11.9182 , 0.9958 
W5309-32199,Artadi,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.7028 , 11.5041 , 0.9955 
W5309-32199,Artadi,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7017 , 11.5822 , 0.9955 
W5309-32199,Artadi,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7008 , 11.3692 , 0.9965 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.7000 , 11.7719 , 0.9945 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6990 , 11.6291 , 0.9955 
W5309-32199,Artadi,,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6990 , 11.3634 , 0.9959 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6988 , 10.7960 , 0.9972 
W5309-32199,Artadi,Valdegines,,,Tempranillo,4.25,398,48.96,4,2, 8.6986 , 11.4104 , 0.9969 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6984 , 11.7456 , 0.9957 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6983 , 11.8396 , 0.9956 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6982 , 12.1503 , 0.9956 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6958 , 11.7724 , 0.9952 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6955 , 11.4331 , 0.9953 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6952 , 11.2719 , 0.9953 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6949 , 11.9717 , 0.9957 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6949 , 11.5968 , 0.9949 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.6948 , 12.1019 , 0.9951 
W5309-32199,,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6941 , 11.2145 , 0.9964 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.6939 , 11.9338 , 0.9954 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6938 , 11.4541 , 0.9947 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6925 , 12.4145 , 0.9947 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6922 , 11.8668 , 0.9964 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6916 , 11.4250 , 0.9970 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6906 , 10.7779 , 0.9971 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6900 , 11.3100 , 0.9966 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6896 , 11.6645 , 0.9954 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6891 , 11.7693 , 0.9955 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6872 , 11.5198 , 0.9966 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6870 , 11.0812 , 0.9966 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6864 , 10.8763 , 0.9957 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.6862 , 10.7318 , 0.9962 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6829 , 12.6677 , 0.9944 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6825 , 11.4333 , 0.9967 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6822 , 10.9868 , 0.9955 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,4,2, 8.6821 , 10.8714 , 0.9966 
W5309-32199,Artadi,Valdegines,2016,Vino de Espana,Tempranillo,4.25,398,48.96,NA,NA, 8.6804 , 11.8631 , 0.9958 
